Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,Clinical_Feasibility,Detection_Method,Sample_Type,N_Tissues,Tissues_List,Direction_Consistency,Predominant_Direction,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Max_Abs_Zscore_Delta,Std_Zscore_Delta,Signal_to_Noise,Age_Discrimination,P_Value,Biomarker_Score
P4ha1,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,3,"Cortex, Hippocampus, Native_Tissue",1.0,DOWN,-0.138722833095119,0.138722833095119,-0.0763009303787228,0.3216165613626644,0.16102805738436468,0.8614823736213597,0.138722833095119,0.27419682145022023,0.4533887428192459
Chadl,,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.11533518823638281,0.11533518823638281,-0.11533518823638281,0.1915666248319397,0.10780753151262125,1.0698249613746167,0.11533518823638281,,0.21730027823545744
Vwf,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",0.75,DOWN,0.06624495371875158,0.15792696799852016,-0.0513014486152835,0.4483438434345435,0.2560200972395069,0.6168537927347922,0.15792696799852016,0.6405472124277276,0.28963432395700534
Matn4,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.170415967087262,0.170415967087262,-0.170415967087262,0.2272975211515203,0.08044266520653254,2.1184773857222097,0.170415967087262,,0.30556239506308935
Mbp,,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",0.625,DOWN,0.003287929070586091,0.10765757409297502,-0.01779498983144885,0.3870799185768715,0.1823874919482411,0.59026840570584,0.10765757409297502,0.9607591446708821,0.14507272164685805
Pik3ip1,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",0.5,DOWN,-0.005225266332723001,0.0272425900703303,-0.005225266332723001,0.0324678564030533,0.03852684035163172,0.7071067811865475,0.0272425900703303,,0.26408638851054955
Lamc1,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",0.75,UP,0.13778727930428275,0.19164043832751643,0.07352700529271744,0.5118014246781635,0.2638103275459792,0.7264326613373983,0.19164043832751643,0.3729709287160159,0.32144897287752594
Anxa6,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",0.8,DOWN,-0.021561804837873837,0.12054453465491884,-0.0460005273094299,0.2474568245426125,0.1599674678412403,0.753556559228363,0.12054453465491884,0.7781308612431538,0.2002685940739225
Ntng1,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.0333968150596053,0.0333968150596053,-0.0333968150596053,0.0517710886918125,0.025985146969421776,1.2852270991157089,0.0333968150596053,,0.28500952225894083
Ctsa,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,3,"Cortex, Hippocampus, Native_Tissue",0.6666666666666666,UP,0.029084206804846666,0.04188227712052626,0.050865245208397,0.0555844806796624,0.041879370008981016,1.0000694163151123,0.04188227712052626,0.35210590944060693,0.3644050839573516
Serpina3n,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",1.0,UP,0.32630139284873094,0.32630139284873094,0.2166565369234057,0.7828626632267952,0.3128261006320717,1.0430759843549886,0.32630139284873094,0.12824694047203716,0.49612051488010595
Itih2,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",0.75,UP,0.10524321499815599,0.2599421598963479,0.20701014151064845,0.3163504667677108,0.2817707555104538,0.9225306559065671,0.2599421598963479,0.5092736177262657,0.39806396221182566
Gpc5,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.08179396716919879,0.08179396716919879,-0.08179396716919879,0.0901685492336756,0.01184344753478956,6.906263309642984,0.08179396716919879,,0.21226909507537983
Igfbp4,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,1,Cortex,1.0,UP,0.0402138068916668,0.0402138068916668,0.0402138068916668,0.0402138068916668,,0.0,0.0402138068916668,,0.28603207103375006
Crlf3,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,3,"Cortex, Hippocampus, Native_Tissue",0.6666666666666666,UP,0.0002779362239905316,0.026044423132062868,0.0182572810547108,0.0386497303621085,0.033745016304243466,0.7718005792988092,0.026044423132062868,0.9899130691137047,0.29824868989177233
Serpinb9,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",0.5,DOWN,-0.02391774688205995,0.028714348515461348,-0.02391774688205995,0.0526320953975213,0.040608221105273186,0.7071067811865476,0.028714348515461348,,0.26430715227731927
Sema4d,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.0471995821391065,0.0471995821391065,-0.0471995821391065,0.0761952077241583,0.041006006951872565,1.1510406803204012,0.0471995821391065,,0.207079937320866
Cx3cl1,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",0.5,DOWN,0.0072324114050986,0.0276801551586447,0.0072324114050986,0.0349125665637433,0.03914565083394692,0.7071067811865476,0.0276801551586447,,0.2641520232737967
Edil3,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,UP,0.058942434229655505,0.058942434229655505,0.058942434229655505,0.080937214355402,0.03110531635524491,1.8949311929989987,0.058942434229655505,,0.28884136513444836
Anxa3,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,3,"Cortex, Hippocampus, Native_Tissue",0.6666666666666666,DOWN,-0.024309827577114102,0.0251785214137191,-0.0028490003171134,0.0713835231691364,0.0408198416677934,0.6168206535103931,0.0251785214137191,0.41071324620697824,0.19603878692469337
Serpini1,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.0513300590613578,0.0513300590613578,-0.0513300590613578,0.0811404017281719,0.04215819089839783,1.2175583906117882,0.0513300590613578,,0.3676995088592037
Sdc4,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.02303531001699535,0.02303531001699535,-0.02303531001699535,0.0324570509362227,0.013324353789136868,1.728812547425427,0.02303531001699535,,0.20345529650254932
S100a10,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",0.75,DOWN,-0.09003211844460443,0.17034578856858137,-0.0806939003635638,0.359368013299244,0.21678515303005805,0.7857816192096989,0.17034578856858137,0.46711915275238836,0.3888399530100484
Clec2l,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.1570392194763949,0.1570392194763949,-0.1570392194763949,0.246651227957749,0.12673051774582378,1.239158667301901,0.1570392194763949,,0.22355588292145925
S100a6,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",1.0,UP,0.23204626434084274,0.23204626434084274,0.1869730750386993,0.4065223519158074,0.12076065858037527,1.9215385794405764,0.23204626434084274,0.03108490443263168,0.4916984492078633
Lama1,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,UP,0.0614291923864671,0.0614291923864671,0.0614291923864671,0.0673920580695143,0.00843276551957446,7.284584427715356,0.0614291923864671,,0.2892143788579701
Bdnf,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.10731777056428746,0.10731777056428746,-0.10731777056428746,0.1268910057340693,0.02768073463662355,3.876984190379779,0.10731777056428746,,0.3760976655846432
M6pr,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,3,"Cortex, Hippocampus, Native_Tissue",1.0,DOWN,-0.06561966040390814,0.06561966040390814,-0.0510815639611801,0.128437979146698,0.056958218385024094,1.1520665895891395,0.06561966040390814,0.18412566542103437,0.4514303825184828
Timp2,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.052504176311031645,0.052504176311031645,-0.052504176311031645,0.0559524133301364,0.0048765435586949095,10.766678422756288,0.052504176311031645,,0.3678756264466548
Sdc2,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.0694464030634746,0.0694464030634746,-0.0694464030634746,0.0943858969038971,0.03526977042784577,1.9690063819821777,0.0694464030634746,,0.2104169604595212
Igfbp6,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,2,"Cortex, Hippocampus",0.5,DOWN,-0.042619883865309446,0.08771764735335645,-0.042619883865309446,0.1303375312186659,0.1240514865465771,0.7071067811865476,0.08771764735335645,,0.19315764710300348
S100b,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,UP,0.06443340059804209,0.06443340059804209,0.06443340059804209,0.0838488243486483,0.027457555587327986,2.346654653693169,0.06443340059804209,,0.36966501008970637
S100a11,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",0.75,DOWN,-0.03608690996815294,0.073296873879364,-0.00559213635807085,0.2075832949788922,0.12040507058584964,0.6087523849512868,0.073296873879364,0.5911381883984476,0.3618807122420599
Megf8,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.02339243102386365,0.02339243102386365,-0.02339243102386365,0.0353220296987173,0.016871000239646133,1.3865467779967444,0.02339243102386365,,0.36350886465357957
Fgf12,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.1832729468419853,0.1832729468419853,-0.1832729468419853,0.2198818019847264,0.0517727394458165,3.5399507309013893,0.1832729468419853,,0.38749094202629786
S100a5,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",0.5,DOWN,0.19065449428478123,0.21160221714163305,0.19065449428478123,0.4022567114264143,0.29925072530991403,0.7071067811865476,0.21160221714163305,,0.291740332571245
Ptn,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.10832824796272161,0.10832824796272161,-0.10832824796272161,0.1331906503509706,0.035160746650638966,3.0809427637894884,0.10832824796272161,,0.3762492371944083
Plxna1,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,3,"Cortex, Hippocampus, Native_Tissue",1.0,DOWN,-0.0789449441402092,0.0789449441402092,-0.0959508809831863,0.1012686695888537,0.03416411086057111,2.3107565849553473,0.0789449441402092,0.05712951940506621,0.3061287896805248
Plxna2,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.07521656207364995,0.07521656207364995,-0.07521656207364995,0.1036457760529172,0.040204979977086525,1.8708269999516751,0.07521656207364995,,0.2112824843110475
Chl1,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",0.75,DOWN,-0.10410148941411627,0.14874053735859383,-0.13809344175757748,0.2294971700302652,0.13626945098556217,1.0915178441157216,0.14874053735859383,0.2239979540013325,0.4099112852036559
Wnt10a,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,1,Cortex,1.0,DOWN,-0.0892847100602214,0.0892847100602214,-0.0892847100602214,0.0892847100602214,,0.0,0.0892847100602214,,0.3733927065090332
Ccl21c,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,1,Cortex,1.0,DOWN,-0.0293113943490852,0.0293113943490852,-0.0293113943490852,0.0293113943490852,,0.0,0.0293113943490852,,0.36439670915236283
S100a13,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,3,"Cortex, Hippocampus, Native_Tissue",0.6666666666666666,DOWN,-0.04501900717583648,0.06095873009408861,-0.0208649236178088,0.1381016822870788,0.08366287973738165,0.7286233785573539,0.06095873009408861,0.44971895945327056,0.3575052469021196
Anxa11,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",1.0,DOWN,-0.13929898139201524,0.13929898139201524,-0.14581514558571365,0.2408009286788887,0.11583055066539391,1.202610024659348,0.13929898139201524,0.09542571925655959,0.31135227528314635
Pag1,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.06907771471412245,0.06907771471412245,-0.06907771471412245,0.0818391881313948,0.018047448782570287,3.827561199721245,0.06907771471412245,,0.37036165720711844
Plxnd1,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",1.0,DOWN,-0.10369477808367118,0.10369477808367118,-0.07473462705666231,0.2310717988154738,0.08707908035831505,1.190811589385022,0.10369477808367118,0.09747491773588811,0.3058067249389619
Agt,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,3,"Cortex, Hippocampus, Native_Tissue",0.6666666666666666,DOWN,0.05938670335507806,0.0939002461735506,-0.0091207592856765,0.229930424292943,0.14864358579515188,0.631714080841376,0.0939002461735506,0.5604808629412854,0.3513702839652374
Ovos,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.03378918158000345,0.03378918158000345,-0.03378918158000345,0.0465985257074541,0.01811514819014487,1.8652445580536667,0.03378918158000345,,0.3650683772370006
Sema5b,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,1,Cortex,1.0,UP,0.0745215300389201,0.0745215300389201,0.0745215300389201,0.0745215300389201,,0.0,0.0745215300389201,,0.21117822950583803
Serpinb6,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",0.5,DOWN,0.0411076873941007,0.08352645356183855,0.006880689731188349,0.2294813442983248,0.1323398114141323,0.6311513721328978,0.08352645356183855,0.5784463446145707,0.3146843335728188
Hcfc1,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,4,"Cortex, Hippocampus, Native_Tissue, Decellularized_Tissue",0.75,DOWN,-0.07198216266714495,0.11429533371840546,-0.039195030912724554,0.2941649309456517,0.15939165268184166,0.7170722669307406,0.11429533371840546,0.4329896974292971,0.38384533031483115
Acan,,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,UP,0.1179114095380627,0.1179114095380627,0.1179114095380627,0.1815882939944543,0.09005271360789353,1.3093598717243677,0.1179114095380627,,0.21768671143070942
Bcan,,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.06733732997069095,0.06733732997069095,-0.06733732997069095,0.0813987870423345,0.01988590329744537,3.3861841206550265,0.06733732997069095,,0.21010059949560364
Lama3,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,3,"Cortex, Hippocampus, Decellularized_Tissue",0.6666666666666666,DOWN,-0.08086066783368356,0.10526598520763064,-0.0494509961281318,0.2297389834338395,0.13592314488531285,0.7744522487060638,0.10526598520763064,0.4111265669297417,0.2880105744215038
A2m,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,UP,0.11714959127416515,0.11714959127416515,0.11714959127416515,0.1462414154545734,0.04114205231010689,2.847441600412976,0.11714959127416515,,0.3775724386911248
Sema4a,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.06967083024728704,0.06967083024728704,-0.06967083024728704,0.0711605052059585,0.002106718530080746,33.07078247639314,0.06967083024728704,,0.21045062453709307
Sema4b,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,3,"Cortex, Hippocampus, Native_Tissue",0.6666666666666666,DOWN,-0.0251513861525811,0.0317481087712155,-0.0282486096114844,0.0571006327742105,0.03360507564304648,0.9447414762116382,0.0317481087712155,0.32428277944959705,0.20566727170405597
Shh,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,1,Cortex,1.0,UP,0.1155306239960589,0.1155306239960589,0.1155306239960589,0.1155306239960589,,0.0,0.1155306239960589,,0.3773295935994089
Spock1,,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.07065043524405,0.07065043524405,-0.07065043524405,0.1007484486534616,0.04256501876407716,1.6598238951952629,0.07065043524405,,0.2105975652866075
Fstl1,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.0790212631237232,0.0790212631237232,-0.0790212631237232,0.109134944135919,0.042587176100424444,1.8555177957182196,0.0790212631237232,,0.3718531894685585
Angptl1,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,1,Cortex,1.0,UP,0.1209005024686549,0.1209005024686549,0.1209005024686549,0.1209005024686549,,0.0,0.1209005024686549,,0.3781350753702983
Sdc3,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.07334197468780285,0.07334197468780285,-0.07334197468780285,0.0778775178807946,0.006414226696257906,11.434266071479973,0.07334197468780285,,0.21100129620317043
Elfn2,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.07313554716655996,0.07313554716655996,-0.07313554716655996,0.0768311169239354,0.00522632487157621,13.993685613443883,0.07313554716655996,,0.210970332074984
Brinp2,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.0777220646417144,0.0777220646417144,-0.0777220646417144,0.0811303828500171,0.0048200898350648485,16.124609146557273,0.0777220646417144,,0.37165830969625724
Megf10,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,UP,0.0624161876426598,0.0624161876426598,0.0624161876426598,0.0935273548645336,0.04399783462643122,1.4186195337250518,0.0624161876426598,,0.369362428146399
Cspg5,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",0.6666666666666666,DOWN,-0.019193215996580668,0.030304238340338466,-0.029816359907816,0.0444298215975627,0.031903440910796034,0.9498736648837022,0.030304238340338466,0.4068174103033564,0.19719722805404846
Adam11,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.022901150662410198,0.022901150662410198,-0.022901150662410198,0.0303817010681747,0.010579095837847713,2.164755004910644,0.022901150662410198,,0.36343517259936153
Plxna4,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.0663087849315957,0.0663087849315957,-0.0663087849315957,0.0796566086869361,0.018876673382968164,3.5127367829240534,0.0663087849315957,,0.20994631773973937
Hapln4,,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,UP,0.0384156464937702,0.0384156464937702,0.0384156464937702,0.045143719379719,0.009514931923943482,4.037406342035999,0.0384156464937702,,0.20576234697406554
P4htm,,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.07045310526538075,0.07045310526538075,-0.07045310526538075,0.1184763829644695,0.0679151706316607,1.037369185855169,0.07045310526538075,,0.37056796578980716
Megf9,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.09624042611367975,0.09624042611367975,-0.09624042611367975,0.1281108253469058,0.045071550833873354,2.135280999502476,0.09624042611367975,,0.374436063917052
Cbln4,,Secreted Factors,Matrisome-associated,2,ELISA,Blood,2,"Cortex, Hippocampus",1.0,UP,0.15587224531348293,0.15587224531348293,0.15587224531348293,0.1731670795638338,0.024458589155840885,6.372904190030091,0.15587224531348293,,0.3833808367970225
Tnr,,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.0837285264397449,0.0837285264397449,-0.0837285264397449,0.0882977236772104,0.006461820702381383,12.957420252915455,0.0837285264397449,,0.2925592789659618
Elfn1,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,2,"Cortex, Hippocampus",1.0,DOWN,-0.05045367474306965,0.05045367474306965,-0.05045367474306965,0.0541455959621973,0.0052211650593033355,9.663298166214597,0.05045367474306965,,0.20756805121146046
Plxnb1,,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,3,"Cortex, Hippocampus, Native_Tissue",0.6666666666666666,DOWN,0.01830350733316123,0.07142658556030883,-0.0381222929386246,0.1345951393402051,0.10072619426079643,0.7091162937753196,0.07142658556030883,0.7827599296326112,0.16577132820411852
