Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score,Cluster,Stage_Name
Hspd1,,Non-ECM,Non-ECM,4,4,1.0,DOWN,0,4,-0.0669081014840835,0.0669081014840835,-0.038752085925583,0.0769106724850056,0,0.0,-1.739891209432028,0.180255736504973,0.5412278981415314,6,PHASE 2: Consistent Shifters (40-60 years)
Ltbp1,,ECM Glycoproteins,Core matrisome,4,4,0.5,DOWN,2,2,-0.0876551822812675,0.2001151200479454,-0.0435811395368396,0.289594186851872,0,0.0,-0.6053656203126986,0.5876628718315438,0.3230671729326034,0,CLUSTER 0: Gradual/Variable Changes
Cfh,,Non-ECM,Non-ECM,4,4,0.75,UP,3,1,0.1251201061532392,0.1359201529274436,0.0772463138199533,0.1689516170536883,0,0.0,1.4811353491038726,0.2351611644072285,0.4621480177054162,6,PHASE 2: Consistent Shifters (40-60 years)
Tnc,,ECM Glycoproteins,Core matrisome,6,6,0.8333333333333334,DOWN,1,5,-0.3273095263750584,0.3283278267387818,-0.1855740872755378,0.4327504322978866,1,0.1666666666666666,-1.852664417488188,0.1231262603655961,0.5640898835419355,6,PHASE 2: Consistent Shifters (40-60 years)
Col18a1,,Collagens,Core matrisome,7,7,0.7142857142857143,UP,5,2,0.054082999495774,0.0880190909653485,0.0602264277909965,0.0864516669635907,0,0.0,1.6551464170437835,0.1489759441081764,0.5168218463253197,6,PHASE 2: Consistent Shifters (40-60 years)
H2-Q10,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.0542859293493323,0.0542859293493323,0.0542859293493323,,0,0.0,,,0.3230756517584626,2,PHASE 2: Consistent Shifters (40-60 years)
Dnajc9,,Non-ECM,Non-ECM,3,3,0.6666666666666666,UP,2,1,0.0101599968196566,0.0565025903204291,0.0037958352598412,0.0830390770827183,0,0.0,0.2119198733248672,0.8518046479265614,0.2882305059173188,0,CLUSTER 0: Gradual/Variable Changes
Ogn,,Proteoglycans,Core matrisome,6,6,0.5,DOWN,3,3,-0.0064221279256446,0.1587114952852601,-0.011676104747627,0.2052428659510284,0,0.0,-0.0766454727077407,0.9418780034522882,0.2833779017792448,6,PHASE 2: Consistent Shifters (40-60 years)
Nucb1,,Non-ECM,Non-ECM,4,4,0.75,UP,3,1,0.0690577092413063,0.0706346733119849,0.0632453528096978,0.0674182214810629,0,0.0,2.0486363396787017,0.1329380853679218,0.4760640855517317,6,PHASE 2: Consistent Shifters (40-60 years)
Dnajc8,,Non-ECM,Non-ECM,4,4,1.0,DOWN,0,4,-0.0358885288796683,0.0358885288796683,-0.0145266850481808,0.0512705160980412,0,0.0,-1.399967529526758,0.2560160609793314,0.5229738759862183,6,PHASE 2: Consistent Shifters (40-60 years)
Cma1,,Non-ECM,Non-ECM,4,4,0.75,UP,3,1,0.1986985803245871,0.2271058778702873,0.2049513283547832,0.2038340993275082,0,0.0,1.9496107960359503,0.1463294355856833,0.4890329359640096,6,PHASE 2: Consistent Shifters (40-60 years)
Anxa5,,ECM-affiliated Proteins,Matrisome-associated,8,8,0.625,DOWN,3,5,0.0716201207780853,0.2015194270960598,-0.0545310977378608,0.3980666555036617,1,0.125,0.5088903817628887,0.6264728140587958,0.4235338504860821,3,PHASE 2: Consistent Shifters (40-60 years)
Hspa5,,Non-ECM,Non-ECM,4,4,0.75,UP,3,1,0.1713890542369446,0.1774978454883527,0.1151164024414838,0.2176918411299122,0,0.0,1.5746024595810606,0.2134203909308693,0.470653941656779,6,PHASE 2: Consistent Shifters (40-60 years)
Cp,,Non-ECM,Non-ECM,4,4,1.0,UP,4,0,0.1568294051992908,0.1568294051992908,0.158130655573456,0.096856014588451,0,0.0,3.238403022582986,0.047908983983255,0.5766893790173957,6,PHASE 2: Consistent Shifters (40-60 years)
Rab35,,Non-ECM,Non-ECM,4,4,1.0,DOWN,0,4,-0.1604746052157217,0.1604746052157217,-0.1983845437344172,0.088413156446137,0,0.0,-3.6301069131829022,0.0359907405723851,0.5794375477012128,6,PHASE 2: Consistent Shifters (40-60 years)
Bag6,,Non-ECM,Non-ECM,4,4,0.75,UP,3,1,0.0044780141229068,0.0806876442731016,0.033207304135833,0.1097886807374242,0,0.0,0.081575151333071,0.9401221828335506,0.3156325631547176,6,PHASE 2: Consistent Shifters (40-60 years)
Lgi1,,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,0.0070967678010547,0.106957465041481,-0.0563947092396258,0.1432148292787882,0,0.0,0.0858288381367102,0.939421308576988,0.2757526612593387,0,CLUSTER 0: Gradual/Variable Changes
Pla2g15,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.2504647543012206,0.2504647543012206,0.2504647543012206,,0,0.0,,,0.3426935342536514,2,PHASE 2: Consistent Shifters (40-60 years)
Rbmx,,Non-ECM,Non-ECM,3,3,0.6666666666666666,UP,2,1,0.0071446975284881,0.0977572929956472,0.0368784764351326,0.1307572844015789,0,0.0,0.0946408391753338,0.9332281707712315,0.2760712716159066,0,CLUSTER 0: Gradual/Variable Changes
Pfn1,,Non-ECM,Non-ECM,4,4,0.75,DOWN,1,3,-0.0310868061211867,0.209423297144516,-0.1216972659766799,0.2649765262504071,0,0.0,-0.2346381889828929,0.8295922390888347,0.3506121171908022,6,PHASE 2: Consistent Shifters (40-60 years)
Plg,,ECM Regulators,Matrisome-associated,6,6,0.5,DOWN,3,3,0.0269603969584699,0.0595124855985006,0.0205096927741865,0.0690272375662867,0,0.0,0.9567124245370164,0.3826497812603812,0.3853036452489503,6,PHASE 2: Consistent Shifters (40-60 years)
Serpind1,,ECM Regulators,Matrisome-associated,5,5,0.8,UP,4,1,0.0404019990164575,0.0803923703236668,0.0498677100067492,0.0941441703329551,0,0.0,0.9596092451414874,0.3915937364045373,0.4579557838691063,6,PHASE 2: Consistent Shifters (40-60 years)
Ces1c,,Non-ECM,Non-ECM,4,4,0.75,UP,3,1,0.1731362991918946,0.2381080701519859,0.2639945910076999,0.2040698614440936,0,0.0,1.6968336036169307,0.1882955932905544,0.4817399236512053,6,PHASE 2: Consistent Shifters (40-60 years)
Serpina1b,,ECM Regulators,Matrisome-associated,8,8,0.75,UP,6,2,0.1258894691023764,0.1802568070935531,0.0879037544676104,0.2197426839752576,1,0.125,1.6203915538282547,0.1491796040743865,0.5543662304827133,3,PHASE 2: Consistent Shifters (40-60 years)
Pglyrp2,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.3091391916686583,0.3091391916686583,0.3091391916686583,,0,0.0,,,0.3485609779903952,2,PHASE 2: Consistent Shifters (40-60 years)
Itgb1,,Non-ECM,Non-ECM,4,4,1.0,DOWN,0,4,-0.1603966493446499,0.1603966493446499,-0.1488824354117168,0.1286533785983792,0,0.0,-2.4934696794145528,0.0882133779525503,0.5689852246380727,6,PHASE 2: Consistent Shifters (40-60 years)
Itih5,,ECM Regulators,Matrisome-associated,7,7,0.5714285714285714,DOWN,3,4,-0.0471705070581082,0.1193388513319385,-0.0807487095171187,0.1379950295423127,0,0.0,-0.9043907690479838,0.40064196701243,0.4267634749239851,3,PHASE 2: Consistent Shifters (40-60 years)
Car2,,Non-ECM,Non-ECM,4,4,0.75,DOWN,1,3,-0.0902418825711815,0.112284353656677,-0.1063874300513201,0.0983819314211662,0,0.0,-1.8345214668507033,0.1639295876643038,0.4740307531269245,6,PHASE 2: Consistent Shifters (40-60 years)
Ist1,,Non-ECM,Non-ECM,4,4,0.5,DOWN,2,2,-0.0228366876808677,0.0348748124603469,-0.0011632936377299,0.0602023964568684,0,0.0,-0.7586637418073201,0.5032147059055209,0.3234327753590482,0,CLUSTER 0: Gradual/Variable Changes
Glg1,,Non-ECM,Non-ECM,4,4,1.0,DOWN,0,4,-0.1649073872603137,0.1649073872603137,-0.1428381412817946,0.165293192597358,0,0.0,-1.99533186659436,0.139957941240848,0.5590873857719794,6,PHASE 2: Consistent Shifters (40-60 years)
Vwa1,,ECM Glycoproteins,Core matrisome,8,8,0.75,UP,6,2,0.0443194981033353,0.1288862961645429,0.0501116233421865,0.162543453448738,0,0.0,0.7712059017507255,0.465815131969249,0.4859020738108398,3,PHASE 2: Consistent Shifters (40-60 years)
Nenf,,Non-ECM,Non-ECM,4,4,0.75,UP,3,1,0.0600901797048447,0.0866990572606385,0.0571010178936328,0.0950195453874605,0,0.0,1.2647961945053594,0.2952648543177076,0.4452051701566399,6,PHASE 2: Consistent Shifters (40-60 years)
Kng1,,ECM Regulators,Matrisome-associated,8,8,0.75,UP,6,2,0.1024396737582993,0.1245814728003071,0.096292241992634,0.130973754507237,0,0.0,2.2122229984031985,0.0625915439088797,0.56611630908649,3,PHASE 2: Consistent Shifters (40-60 years)
Pgk1,,Non-ECM,Non-ECM,4,4,0.75,DOWN,1,3,0.0099705944321026,0.1156770614837191,-0.0152501028717083,0.1791553578515439,0,0.0,0.1113066843400204,0.9184023128669894,0.3234754788690916,6,PHASE 2: Consistent Shifters (40-60 years)
Adipoq,,ECM Glycoproteins,Core matrisome,5,5,1.0,DOWN,0,5,-0.1498594945383331,0.1498594945383331,-0.1222627880788616,0.0850367154382401,0,0.0,-3.9406039512996327,0.0169511865567479,0.5998310062601308,6,PHASE 2: Consistent Shifters (40-60 years)
Tbc1d15,,Non-ECM,Non-ECM,3,3,0.6666666666666666,DOWN,1,2,-0.0719582378299294,0.1742651950245702,-0.1391462060387336,0.2004554284934716,0,0.0,-0.6217607818419433,0.5975288654850957,0.3508619228760261,0,CLUSTER 0: Gradual/Variable Changes
C9orf72,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.1310788283752695,0.1310788283752695,0.1310788283752695,,0,0.0,,,0.3307549416610563,2,PHASE 2: Consistent Shifters (40-60 years)
Bgn,,Proteoglycans,Core matrisome,8,8,0.75,UP,6,2,0.1635445997146532,0.1701259505868268,0.1140314696091936,0.2142100443432485,1,0.125,2.1594411380516703,0.0676637485852541,0.5696563159298671,3,PHASE 2: Consistent Shifters (40-60 years)
Hsp90ab1,,Non-ECM,Non-ECM,4,4,1.0,DOWN,0,4,-0.1619979678701156,0.1619979678701156,-0.1248270235699384,0.1501321196202136,0,0.0,-2.158072080510403,0.1197929719473901,0.5628294376916512,6,PHASE 2: Consistent Shifters (40-60 years)
Pon2,,Non-ECM,Non-ECM,3,3,0.6666666666666666,DOWN,1,2,-0.0796197527191631,0.0967927084311994,-0.0954955072270978,0.0984064956799627,0,0.0,-1.4013857118147617,0.2961220975366325,0.4033960278063816,0,CLUSTER 0: Gradual/Variable Changes
Pon1,,Non-ECM,Non-ECM,3,3,0.6666666666666666,DOWN,1,2,0.0147873246841559,0.0529699415322488,-0.0096248150859371,0.0775787853879946,0,0.0,0.3301469278344622,0.772663442152083,0.3037054821933965,0,CLUSTER 0: Gradual/Variable Changes
Hnrnpm,,Non-ECM,Non-ECM,4,4,0.75,DOWN,1,3,-0.109763882094668,0.1237258920016516,-0.1376323960203104,0.1047287097548316,0,0.0,-2.096156485678544,0.1270293229483456,0.4825549599046136,6,PHASE 2: Consistent Shifters (40-60 years)
Hsph1,,Non-ECM,Non-ECM,4,4,1.0,DOWN,0,4,-0.2579615153790993,0.2579615153790993,-0.2665166253158499,0.1989089850159099,0,0.0,-2.593764332551052,0.0808103525704431,0.580222316317939,6,PHASE 2: Consistent Shifters (40-60 years)
Fgb,,ECM Glycoproteins,Core matrisome,8,8,0.5,DOWN,4,4,-0.0477207001371564,0.2262795981734761,-0.0706011965849384,0.3086131841024174,1,0.125,-0.4373582517946456,0.6750273234006414,0.3787989657254546,3,PHASE 2: Consistent Shifters (40-60 years)
Dhrs13,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.0925210427559891,0.0925210427559891,0.0925210427559891,,0,0.0,,,0.3268991630991283,2,PHASE 2: Consistent Shifters (40-60 years)
Azgp1,,Non-ECM,Non-ECM,4,4,1.0,UP,4,0,0.1016179798540547,0.1016179798540547,0.1108797513640539,0.0272009945670084,0,0.0,7.471637083248797,0.0049648132968844,0.5797570706201463,6,PHASE 2: Consistent Shifters (40-60 years)
Gc,,Non-ECM,Non-ECM,4,4,0.5,DOWN,2,2,0.1364379744770201,0.1849591530835645,0.0330984523749126,0.2768487077100005,1,0.25,0.9856500729628772,0.3969785404371968,0.3596884425150347,0,CLUSTER 0: Gradual/Variable Changes
Car4,,Non-ECM,Non-ECM,3,3,0.6666666666666666,UP,2,1,0.1026538017561277,0.3435587586416213,0.0918827861228828,0.4694894196965192,1,0.3333333333333333,0.3787126882361876,0.7413241516455891,0.3390322220056325,1,PHASE 1: Early Dramatic Changes (20-40 years)
Smoc2,,ECM Glycoproteins,Core matrisome,4,4,0.75,UP,3,1,0.8698545566693375,1.2688761889787077,0.9423688107519046,1.3427312493762484,4,1.0,1.295649530869888,0.2857791948387429,0.5653200152242398,5,PHASE 1: Early Dramatic Changes (20-40 years)
Amy1,,Non-ECM,Non-ECM,3,3,1.0,UP,3,0,0.9653435213889984,0.9653435213889984,1.0957608837599917,0.2682078769685111,3,1.0,6.234060105548288,0.0247787057079497,0.6445197874678981,5,PHASE 1: Early Dramatic Changes (20-40 years)
Cyr61,,ECM Glycoproteins,Core matrisome,1,1,1.0,UP,1,0,1.047172190754127,1.047172190754127,1.047172190754127,,1,1.0,,,0.4223642778989421,5,PHASE 1: Early Dramatic Changes (20-40 years)
Prss23,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.8889247121519863,0.8889247121519863,0.8889247121519863,,1,1.0,,,0.406539530038728,5,PHASE 1: Early Dramatic Changes (20-40 years)
Fgfbp1,,Secreted Factors,Matrisome-associated,1,1,1.0,UP,1,0,0.6175105973790116,0.6175105973790116,0.6175105973790116,,1,1.0,,,0.3793981185614306,5,PHASE 1: Early Dramatic Changes (20-40 years)
Ctss,,ECM Regulators,Matrisome-associated,4,4,1.0,UP,4,0,0.3057923364662718,0.3057923364662718,0.2092362408191326,0.3226477864391462,1,0.25,1.895517956847638,0.1543119752727641,0.570305073886192,6,PHASE 2: Consistent Shifters (40-60 years)
Sparcl1,,ECM Glycoproteins,Core matrisome,6,6,0.8333333333333334,DOWN,1,5,-0.175750448236082,0.1764681600091477,-0.1591729760166229,0.1616934319267179,0,0.0,-2.6624391301122112,0.0447526682813111,0.5645786352858291,6,PHASE 2: Consistent Shifters (40-60 years)
Cyb5d2,,Non-ECM,Non-ECM,2,2,1.0,DOWN,0,2,-0.3046884096985659,0.3046884096985659,-0.3046884096985659,0.2448482012572302,0,0.0,,,0.3657629586169154,2,PHASE 2: Consistent Shifters (40-60 years)
Sema3c,,ECM-affiliated Proteins,Matrisome-associated,3,3,1.0,UP,3,0,0.5983137241437462,0.5983137241437462,0.5900711247660405,0.0833514185132453,3,1.0,12.433018988369565,0.0064070383414485,0.6114911412166731,5,PHASE 1: Early Dramatic Changes (20-40 years)
Igfbp5,,ECM Glycoproteins,Core matrisome,5,5,0.8,UP,4,1,0.1855708625239393,0.1995581833837366,0.1057720470236894,0.2149674870768614,0,0.0,1.9302875466857548,0.125773793358202,0.5230363537843803,6,PHASE 2: Consistent Shifters (40-60 years)
Actg1,,Non-ECM,Non-ECM,2,2,0.5,DOWN,1,1,0.1783898665401807,0.4294239372107017,0.1783898665401807,0.6072971560110267,1,0.5,,,0.228236511368129,1,PHASE 1: Early Dramatic Changes (20-40 years)
Adam9,,ECM Regulators,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.0124797828856887,0.0862374055688531,-0.020627471573503,0.124634350114031,0,0.0,-0.2002623333658924,0.8540825345304306,0.3333954689449168,6,PHASE 2: Consistent Shifters (40-60 years)
Chid1,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.228676316212785,0.228676316212785,0.228676316212785,,0,0.0,,,0.3405146904448078,2,PHASE 2: Consistent Shifters (40-60 years)
Pla2g7,,Non-ECM,Non-ECM,3,3,1.0,UP,3,0,0.4151469795374391,0.4151469795374391,0.4675953316884996,0.1945592558908526,1,0.3333333333333333,3.695818314452181,0.0660414790967513,0.5812475786049818,4,PHASE 1: Early Dramatic Changes (20-40 years)
Rbp4,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.2406578311431465,0.2406578311431465,0.2406578311431465,,0,0.0,,,0.341712841937844,2,PHASE 2: Consistent Shifters (40-60 years)
Smpdl3a,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.162253215535055,0.162253215535055,0.162253215535055,,0,0.0,,,0.3338723803770348,2,PHASE 2: Consistent Shifters (40-60 years)
Cpe,,Non-ECM,Non-ECM,3,3,0.6666666666666666,DOWN,1,2,-0.0881690880610217,0.1490432465878292,-0.1319271126566187,0.1620933298169595,0,0.0,-0.9421321676293064,0.4455755981723197,0.3787303814949072,0,CLUSTER 0: Gradual/Variable Changes
Gpx7,,Non-ECM,Non-ECM,3,3,0.6666666666666666,DOWN,1,2,-0.0429315731865773,0.1028278390392077,-0.0141290451811541,0.1492760128147747,0,0.0,-0.4981353976829548,0.6677723025712885,0.3296694998602513,0,CLUSTER 0: Gradual/Variable Changes
Mstn,,Secreted Factors,Matrisome-associated,2,2,1.0,UP,2,0,0.0623999350720611,0.0623999350720611,0.0623999350720611,0.0445928325144102,0,0.0,,,0.3415341111542649,2,PHASE 2: Consistent Shifters (40-60 years)
Galnt2,,Non-ECM,Non-ECM,2,2,0.5,DOWN,1,1,0.0245967224817309,0.0277086043773492,0.0245967224817309,0.0391858841048778,0,0.0,,,0.1880649780847937,0,CLUSTER 0: Gradual/Variable Changes
Smpdl3b,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.0659032789416067,0.0659032789416067,0.0659032789416067,,0,0.0,,,0.3242373867176901,2,PHASE 2: Consistent Shifters (40-60 years)
Cpn1,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.2224189731845607,0.2224189731845607,0.2224189731845607,,0,0.0,,,0.3398889561419854,2,PHASE 2: Consistent Shifters (40-60 years)
C1qa,,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,-0.0451382299147735,0.2274684148919631,0.1314295337896903,0.3150804498558021,0,0.0,-0.2481325249214712,0.8271837096906663,0.3102512760216512,0,CLUSTER 0: Gradual/Variable Changes
Angptl2,,Secreted Factors,Matrisome-associated,3,3,1.0,UP,3,0,0.6957318023387512,0.6957318023387512,0.7002635214870476,0.0177380509906395,3,1.0,67.93546995259452,0.0002166036194692,0.6224710359805695,5,PHASE 1: Early Dramatic Changes (20-40 years)
Mup11,,Non-ECM,Non-ECM,2,2,1.0,DOWN,0,2,-0.3885977576399801,0.3885977576399801,-0.3885977576399801,0.0183904747395491,0,0.0,,,0.3741538934110568,2,PHASE 2: Consistent Shifters (40-60 years)
Serac1,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.5032783038300486,0.5032783038300486,0.5032783038300486,,1,1.0,,,0.3679748892065342,4,PHASE 1: Early Dramatic Changes (20-40 years)
Rbmxl1,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.3015174309437946,0.3015174309437946,0.3015174309437946,,0,0.0,,,0.3477988019179088,2,PHASE 2: Consistent Shifters (40-60 years)
Lgmn,,Non-ECM,Non-ECM,1,1,1.0,DOWN,0,1,-0.0706151048637988,0.0706151048637988,-0.0706151048637988,,0,0.0,,,0.3247085693099092,2,PHASE 2: Consistent Shifters (40-60 years)
C1qb,,ECM-affiliated Proteins,Matrisome-associated,4,4,0.75,UP,3,1,0.0467442861034354,0.101416073697068,0.0897811606339235,0.1052844019945534,0,0.0,0.8879622283622535,0.4399686805466162,0.4177361065545011,6,PHASE 2: Consistent Shifters (40-60 years)
Hmgb2,,Non-ECM,Non-ECM,1,1,1.0,UP,1,0,0.1286950210197333,0.1286950210197333,0.1286950210197333,,0,0.0,,,0.3305165609255027,2,PHASE 2: Consistent Shifters (40-60 years)
Fgf13,,Secreted Factors,Matrisome-associated,4,4,0.5,DOWN,2,2,-0.0226043228815514,0.1037428732305499,-0.0362790447625345,0.1220078117914932,0,0.0,-0.3705389441814006,0.7355975847282352,0.2838430056715256,0,CLUSTER 0: Gradual/Variable Changes
Pla2g12a,,Non-ECM,Non-ECM,1,1,1.0,DOWN,0,1,-0.0253920293261313,0.0253920293261313,-0.0253920293261313,,0,0.0,,,0.3201862617561425,2,PHASE 2: Consistent Shifters (40-60 years)
Prdx4,,Non-ECM,Non-ECM,1,1,1.0,DOWN,0,1,-0.7672755421509808,0.7672755421509808,-0.7672755421509808,,1,1.0,,,0.3943746130386275,5,PHASE 1: Early Dramatic Changes (20-40 years)
Rap2b,,Non-ECM,Non-ECM,1,1,1.0,DOWN,0,1,-0.0781232246885975,0.0781232246885975,-0.0781232246885975,,0,0.0,,,0.3254593812923891,2,PHASE 2: Consistent Shifters (40-60 years)
Col6a3,,Collagens,Core matrisome,2,2,1.0,UP,2,0,0.0766019274063943,0.0766019274063943,0.0766019274063943,0.0358711189618631,0,0.0,,,0.3429543103876982,2,PHASE 2: Consistent Shifters (40-60 years)
Serpina1c,,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.0390598480020669,0.0740518307093921,0.0522796029929918,0.0857060433626617,0,0.0,0.7893683878186277,0.5126150624479826,0.357823347051931,0,CLUSTER 0: Gradual/Variable Changes
Matn2,,ECM Glycoproteins,Core matrisome,4,4,1.0,DOWN,0,4,-0.2039120033272597,0.2039120033272597,-0.1175688370140768,0.2300221195402389,1,0.25,-1.7729773443948151,0.1743437327576512,0.5561106890753134,6,PHASE 2: Consistent Shifters (40-60 years)
S100a4,,Secreted Factors,Matrisome-associated,2,2,1.0,UP,2,0,0.1823029651137421,0.1823029651137421,0.1823029651137421,0.0189898467295051,0,0.0,,,0.353524414158433,2,PHASE 2: Consistent Shifters (40-60 years)
Anxa4,,ECM-affiliated Proteins,Matrisome-associated,4,4,0.75,UP,3,1,0.123621116233604,0.140668237269473,0.1007227788199022,0.1500297282136818,0,0.0,1.6479549447364863,0.1979200405401599,0.4700710509130329,6,PHASE 2: Consistent Shifters (40-60 years)
Ncan,,Proteoglycans,Core matrisome,2,2,0.5,DOWN,1,1,0.0026623138098919,0.0192261089629278,0.0026623138098919,0.0271898240470354,0,0.0,,,0.1872167285433516,0,CLUSTER 0: Gradual/Variable Changes
Serpina3k,,ECM Regulators,Matrisome-associated,4,4,0.5,DOWN,2,2,0.1496121198858074,0.2519269822019444,-0.0036339658767217,0.4025161011447429,1,0.25,0.7433845228069897,0.5111727886225668,0.3435463757897987,0,CLUSTER 0: Gradual/Variable Changes
Slit2,,ECM Glycoproteins,Core matrisome,2,2,1.0,DOWN,0,2,-0.1419997368958876,0.1419997368958876,-0.1419997368958876,0.1154348378596218,0,0.0,,,0.3494940913366475,2,PHASE 2: Consistent Shifters (40-60 years)
Ngly1,,ECM Regulators,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.0574912876772912,0.0736074459903046,-0.0583643294413914,0.0795498849087917,0,0.0,-1.4454147292157151,0.2441027251959433,0.4541284348539594,6,PHASE 2: Consistent Shifters (40-60 years)
Anxa7,,ECM-affiliated Proteins,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.1080534568103065,0.1080534568103065,-0.0965450036646733,0.0742101850176127,0,0.0,-2.91209237073487,0.0618914868937936,0.5690152835963895,6,PHASE 2: Consistent Shifters (40-60 years)
Nell2,,ECM Glycoproteins,Core matrisome,2,2,1.0,DOWN,0,2,-0.057279237049487,0.057279237049487,-0.057279237049487,0.0091599669439614,0,0.0,,,0.3410220413520075,2,PHASE 2: Consistent Shifters (40-60 years)
Sema6d,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0290133155670627,0.0290133155670627,-0.0290133155670627,0.0259555493161863,0,0.0,,,0.3381954492037651,2,PHASE 2: Consistent Shifters (40-60 years)
Plxdc2,,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.0650163519922586,0.0677856013627079,-0.0769107313140029,0.0640566899284275,0,0.0,-1.757999439234188,0.220823464761882,0.4155550436544826,0,CLUSTER 0: Gradual/Variable Changes
Hspg2,,Proteoglycans,Core matrisome,4,4,0.75,UP,3,1,0.0084637461732793,0.0419661272107255,0.0158182040823306,0.0564185606164878,0,0.0,0.3000341051170282,0.7837396605170303,0.3430369159117841,6,PHASE 2: Consistent Shifters (40-60 years)
Plxnb2,,ECM-affiliated Proteins,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.1514635009961197,0.1514635009961197,-0.1490128605503275,0.1276629353617012,0,0.0,-2.3728657118369627,0.0982490417214519,0.5660847770494393,6,PHASE 2: Consistent Shifters (40-60 years)
Ogfod1,,ECM Regulators,Matrisome-associated,2,2,0.5,DOWN,1,1,-0.0296941717035505,0.0394336250944818,-0.0296941717035505,0.0557675674221521,0,0.0,,,0.189237480156507,0,CLUSTER 0: Gradual/Variable Changes
