Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence
H0YKN4,Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=1,ANXA2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4136.996330685173,7747.070377526247,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,ANXA2,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
H0YKP3,Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=1,TPM1,Kidney_Glomerular,Glomerular,Homo sapiens,52.89254075456307,84.53353810472764,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YKP3,Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=1,TPM1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,682.8917406333056,260.9446411226033,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YL12,"Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens GN=ETFA PE=1 SV=6",ETFA,Kidney_Glomerular,Glomerular,Homo sapiens,411806.59189240844,97999.34172217948,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YL12,"Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens GN=ETFA PE=1 SV=6",ETFA,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,597677.3465964505,116168.4022204919,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YL18,Beta-2-microglobulin OS=Homo sapiens GN=B2M PE=1 SV=1,B2M,Kidney_Glomerular,Glomerular,Homo sapiens,225.39175462858532,1071.3982254791176,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YL18,Beta-2-microglobulin OS=Homo sapiens GN=B2M PE=1 SV=1,B2M,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,12311.555986913845,2613.804850467053,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YL43,Reticulocalbin-2 (Fragment) OS=Homo sapiens GN=RCN2 PE=1 SV=1,RCN2,Kidney_Glomerular,Glomerular,Homo sapiens,144.81733423684298,123.99796366359972,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YL43,Reticulocalbin-2 (Fragment) OS=Homo sapiens GN=RCN2 PE=1 SV=1,RCN2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,83.53480786831392,1991.0052790441498,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YLU3,Alpha-mannosidase 2x (Fragment) OS=Homo sapiens GN=MAN2A2 PE=1 SV=1,MAN2A2,Kidney_Glomerular,Glomerular,Homo sapiens,2045.109113460134,721.7772713255076,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YLU3,Alpha-mannosidase 2x (Fragment) OS=Homo sapiens GN=MAN2A2 PE=1 SV=1,MAN2A2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,12853.743022759843,10757.184859409774,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YMM2,Papilin (Fragment) OS=Homo sapiens GN=PAPLN PE=1 SV=1,PAPLN,Kidney_Glomerular,Glomerular,Homo sapiens,6789.4956154489,4669.569638209537,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,PAPLN,ECM Glycoproteins,Core matrisome,exact_gene,100
H0YMM2,Papilin (Fragment) OS=Homo sapiens GN=PAPLN PE=1 SV=1,PAPLN,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9368.126690457664,7096.1435574295,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,PAPLN,ECM Glycoproteins,Core matrisome,exact_gene,100
H0YMV8,40S ribosomal protein S27 OS=Homo sapiens GN=RPS27L PE=1 SV=1,RPS27L,Kidney_Glomerular,Glomerular,Homo sapiens,10395.28396649258,16964.276677632664,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YMV8,40S ribosomal protein S27 OS=Homo sapiens GN=RPS27L PE=1 SV=1,RPS27L,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9098.385232873175,18713.548071393005,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YND0,Fibrillin-1 (Fragment) OS=Homo sapiens GN=FBN1 PE=1 SV=1,FBN1,Kidney_Glomerular,Glomerular,Homo sapiens,783.0222231484104,679.4187412356124,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FBN1,ECM Glycoproteins,Core matrisome,exact_gene,100
H0YND0,Fibrillin-1 (Fragment) OS=Homo sapiens GN=FBN1 PE=1 SV=1,FBN1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1281.0133012464185,2085.5071648226804,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FBN1,ECM Glycoproteins,Core matrisome,exact_gene,100
H0YNF6,TM2 domain-containing protein 3 (Fragment) OS=Homo sapiens GN=TM2D3 PE=1 SV=1,TM2D3,Kidney_Glomerular,Glomerular,Homo sapiens,11139.01954721291,6995.763370603464,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YNF6,TM2 domain-containing protein 3 (Fragment) OS=Homo sapiens GN=TM2D3 PE=1 SV=1,TM2D3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,29694.9602545713,27220.691878220034,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YNH8,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=1,UACA,Kidney_Glomerular,Glomerular,Homo sapiens,87532.92212507424,94871.43591156392,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YNH8,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=1,UACA,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,70108.58761339799,58907.30805934486,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YNN7,UPF0258 protein KIAA1024 OS=Homo sapiens GN=KIAA1024 PE=4 SV=1,KIAA1024,Kidney_Glomerular,Glomerular,Homo sapiens,1188.6594956895744,2259.0907926707664,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H0YNN7,UPF0258 protein KIAA1024 OS=Homo sapiens GN=KIAA1024 PE=4 SV=1,KIAA1024,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1035.288127727028,4079.7454577226854,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BLW9,DNA repair protein SWI5 homolog (Fragment) OS=Homo sapiens GN=SWI5 PE=1 SV=1,SWI5,Kidney_Glomerular,Glomerular,Homo sapiens,1575.8573645161268,1013.3237923479413,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BLW9,DNA repair protein SWI5 homolog (Fragment) OS=Homo sapiens GN=SWI5 PE=1 SV=1,SWI5,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,909.1165546641523,1318.6769479999573,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BMJ9,"4-aminobutyrate aminotransferase, mitochondrial (Fragment) OS=Homo sapiens GN=ABAT PE=1 SV=1",ABAT,Kidney_Glomerular,Glomerular,Homo sapiens,827.170731710415,2765.701358248843,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BMJ9,"4-aminobutyrate aminotransferase, mitochondrial (Fragment) OS=Homo sapiens GN=ABAT PE=1 SV=1",ABAT,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1951.0643965495092,3831.5879770248935,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BMW1,Cytosolic Fe-S cluster assembly factor NUBP2 (Fragment) OS=Homo sapiens GN=NUBP2 PE=1 SV=1,NUBP2,Kidney_Glomerular,Glomerular,Homo sapiens,6511.916913532117,9702.35015927524,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BMW1,Cytosolic Fe-S cluster assembly factor NUBP2 (Fragment) OS=Homo sapiens GN=NUBP2 PE=1 SV=1,NUBP2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,7651.384854598567,31845.747504691604,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BN98,Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=2,4,Kidney_Glomerular,Glomerular,Homo sapiens,359.3435194438848,162.87587202360302,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BN98,Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=2,4,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,750.6627551581684,729.9961032752367,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BND3,Cleavage and polyadenylation-specificity factor subunit 5 (Fragment) OS=Homo sapiens GN=NUDT21 PE=1 SV=6,NUDT21,Kidney_Glomerular,Glomerular,Homo sapiens,163.11492494232027,578.1107190224767,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BND3,Cleavage and polyadenylation-specificity factor subunit 5 (Fragment) OS=Homo sapiens GN=NUDT21 PE=1 SV=6,NUDT21,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,183.25009334502735,3077.0036281547723,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BND9,Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens GN=PCBP2 PE=1 SV=1,PCBP2,Kidney_Glomerular,Glomerular,Homo sapiens,27756.289833183768,28107.788887752733,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BND9,Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens GN=PCBP2 PE=1 SV=1,PCBP2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,19152.563240286236,28612.783353817333,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BNP9,"Sulfide:quinone oxidoreductase, mitochondrial (Fragment) OS=Homo sapiens GN=SQRDL PE=1 SV=1",SQRDL,Kidney_Glomerular,Glomerular,Homo sapiens,7537.298007188093,5996.683455209801,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BNP9,"Sulfide:quinone oxidoreductase, mitochondrial (Fragment) OS=Homo sapiens GN=SQRDL PE=1 SV=1",SQRDL,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,13388.344208317523,12285.266367511545,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BNT2,"Ubiquinone biosynthesis protein COQ9, mitochondrial (Fragment) OS=Homo sapiens GN=COQ9 PE=1 SV=6",COQ9,Kidney_Glomerular,Glomerular,Homo sapiens,4588.642106232807,4186.835318188921,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BNT2,"Ubiquinone biosynthesis protein COQ9, mitochondrial (Fragment) OS=Homo sapiens GN=COQ9 PE=1 SV=6",COQ9,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,13662.831516663935,11210.727262328073,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BNX8,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=1",COX5A,Kidney_Glomerular,Glomerular,Homo sapiens,1590.6815750731494,2172.3215169200266,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BNX8,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=1",COX5A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3396.1986850521935,3941.099082776926,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BP39,"Acyl-coenzyme A synthetase ACSM2B, mitochondrial (Fragment) OS=Homo sapiens GN=ACSM2B PE=1 SV=1",ACSM2B,Kidney_Glomerular,Glomerular,Homo sapiens,13058.367609745896,13001.359092542632,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BP39,"Acyl-coenzyme A synthetase ACSM2B, mitochondrial (Fragment) OS=Homo sapiens GN=ACSM2B PE=1 SV=1",ACSM2B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,11533.178691051415,12969.78337777226,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BQK9,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=1",MACF1,Kidney_Glomerular,Glomerular,Homo sapiens,1892209.9850203868,1393589.7926340867,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BQK9,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=1",MACF1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2957059.8352009975,1505729.2872712866,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BRD0,General transcription factor 3C polypeptide 1 (Fragment) OS=Homo sapiens GN=GTF3C1 PE=1 SV=6,GTF3C1,Kidney_Glomerular,Glomerular,Homo sapiens,180726.44920321534,124493.17641557439,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BRD0,General transcription factor 3C polypeptide 1 (Fragment) OS=Homo sapiens GN=GTF3C1 PE=1 SV=6,GTF3C1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,90684.18595001944,79095.80145779533,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BSG2,Cadherin-16 OS=Homo sapiens GN=CDH16 PE=1 SV=1,CDH16,Kidney_Glomerular,Glomerular,Homo sapiens,25240.88036969113,34476.68683072817,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BSG2,Cadherin-16 OS=Homo sapiens GN=CDH16 PE=1 SV=1,CDH16,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,28546.4275619981,24865.481693231966,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BUY0,"39S ribosomal protein L21, mitochondrial OS=Homo sapiens GN=MRPL21 PE=1 SV=1",MRPL21,Kidney_Glomerular,Glomerular,Homo sapiens,2731.557254576833,3500.1852289551366,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BUY0,"39S ribosomal protein L21, mitochondrial OS=Homo sapiens GN=MRPL21 PE=1 SV=1",MRPL21,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9052.69945743033,16583.70711464521,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BVE0,Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1,4,Kidney_Glomerular,Glomerular,Homo sapiens,3208.09450808492,4627.89839142574,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H3BVE0,Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1,4,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4876.3673014891465,5308.5917840785505,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BXF3,Transformer-2 protein homolog beta (Fragment) OS=Homo sapiens GN=TRA2B PE=1 SV=1,TRA2B,Kidney_Glomerular,Glomerular,Homo sapiens,35683.10028600926,20428.677179016766,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BXF3,Transformer-2 protein homolog beta (Fragment) OS=Homo sapiens GN=TRA2B PE=1 SV=1,TRA2B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2205.17976497158,3567.6034476990003,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BXM4,Collagen alpha-3(IV) chain (Fragment) OS=Homo sapiens GN=COL4A3 PE=4 SV=1,COL4A3,Kidney_Glomerular,Glomerular,Homo sapiens,9183.626690755924,609.9641462367366,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL4A3,Collagens,Core matrisome,exact_gene,100
H7BXM4,Collagen alpha-3(IV) chain (Fragment) OS=Homo sapiens GN=COL4A3 PE=4 SV=1,COL4A3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,11640.996988856836,497.4167883018747,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL4A3,Collagens,Core matrisome,exact_gene,100
H7BXS4,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens GN=CAMK2B PE=1 SV=1,CAMK2B,Kidney_Glomerular,Glomerular,Homo sapiens,767.0323758349733,716.7099486534806,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BXS4,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens GN=CAMK2B PE=1 SV=1,CAMK2B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1036.1170847641604,238.72815423063176,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BXV5,Collagen alpha-1(XVIII) chain (Fragment) OS=Homo sapiens GN=COL18A1 PE=1 SV=1,COL18A1,Kidney_Glomerular,Glomerular,Homo sapiens,5615.801614498944,14095.584102201943,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL18A1,Collagens,Core matrisome,exact_gene,100
H7BXV5,Collagen alpha-1(XVIII) chain (Fragment) OS=Homo sapiens GN=COL18A1 PE=1 SV=1,COL18A1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,5934.669080987974,16571.640838774958,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL18A1,Collagens,Core matrisome,exact_gene,100
H7BYV1,Interferon-induced transmembrane protein 2 (Fragment) OS=Homo sapiens GN=IFITM2 PE=4 SV=1,IFITM2,Kidney_Glomerular,Glomerular,Homo sapiens,38925.29727355783,67362.93422726127,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BYV1,Interferon-induced transmembrane protein 2 (Fragment) OS=Homo sapiens GN=IFITM2 PE=4 SV=1,IFITM2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,14172.790471519367,24514.820217900367,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BZJ3,Protein disulfide-isomerase A3 (Fragment) OS=Homo sapiens GN=PDIA3 PE=1 SV=1,PDIA3,Kidney_Glomerular,Glomerular,Homo sapiens,5077.221283659776,3695.4007046648535,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BZJ3,Protein disulfide-isomerase A3 (Fragment) OS=Homo sapiens GN=PDIA3 PE=1 SV=1,PDIA3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,5115.8037007303965,5378.991253208083,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BZK5,Gamma-glutamylcyclotransferase (Fragment) OS=Homo sapiens GN=GGCT PE=1 SV=1,GGCT,Kidney_Glomerular,Glomerular,Homo sapiens,29855.55562156605,3942.001732847297,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BZK5,Gamma-glutamylcyclotransferase (Fragment) OS=Homo sapiens GN=GGCT PE=1 SV=1,GGCT,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,54840.277570047,12609.401312043672,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BZL2,"3-hydroxyisobutyrate dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens GN=HIBADH PE=1 SV=1",HIBADH,Kidney_Glomerular,Glomerular,Homo sapiens,18255.985470918833,12208.658233099646,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7BZL2,"3-hydroxyisobutyrate dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens GN=HIBADH PE=1 SV=1",HIBADH,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,5078.74890326247,7171.730624108347,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C034,AP-1 complex subunit beta-1 (Fragment) OS=Homo sapiens GN=AP1B1 PE=1 SV=1,AP1B1,Kidney_Glomerular,Glomerular,Homo sapiens,58568.816530926764,131915.74728647596,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C034,AP-1 complex subunit beta-1 (Fragment) OS=Homo sapiens GN=AP1B1 PE=1 SV=1,AP1B1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,11537.52641369288,21200.63022362003,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C0A3,Protein ARPC4-TTLL3 (Fragment) OS=Homo sapiens GN=ARPC4-TTLL3 PE=1 SV=1,ARPC4-TTLL3,Kidney_Glomerular,Glomerular,Homo sapiens,1659.4020554277497,19667.236439552733,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C0A3,Protein ARPC4-TTLL3 (Fragment) OS=Homo sapiens GN=ARPC4-TTLL3 PE=1 SV=1,ARPC4-TTLL3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,6367.09750486269,65599.52620600177,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C0H3,Succinate--hydroxymethylglutarate CoA-transferase (Fragment) OS=Homo sapiens GN=SUGCT PE=1 SV=1,SUGCT,Kidney_Glomerular,Glomerular,Homo sapiens,9013.971015657204,2939.2720892345974,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C0H3,Succinate--hydroxymethylglutarate CoA-transferase (Fragment) OS=Homo sapiens GN=SUGCT PE=1 SV=1,SUGCT,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2085.13152320959,3021.5838336946103,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C0L5,Inter-alpha-trypsin inhibitor heavy chain H4 (Fragment) OS=Homo sapiens GN=ITIH4 PE=1 SV=1,ITIH4,Kidney_Glomerular,Glomerular,Homo sapiens,1483.1203446214683,1858.3681243131866,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,ITIH4,ECM Regulators,Matrisome-associated,exact_gene,100
H7C0L5,Inter-alpha-trypsin inhibitor heavy chain H4 (Fragment) OS=Homo sapiens GN=ITIH4 PE=1 SV=1,ITIH4,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1192.0495186473054,1828.4738515363413,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,ITIH4,ECM Regulators,Matrisome-associated,exact_gene,100
H7C0P8,DNA repair protein RAD50 (Fragment) OS=Homo sapiens GN=RAD50 PE=1 SV=1,RAD50,Kidney_Glomerular,Glomerular,Homo sapiens,1381.8773432091705,1749.7051431488283,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C0P8,DNA repair protein RAD50 (Fragment) OS=Homo sapiens GN=RAD50 PE=1 SV=1,RAD50,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,5528.80045502186,28480.750107520467,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C0R7,NADH-cytochrome b5 reductase 1 (Fragment) OS=Homo sapiens GN=CYB5R1 PE=1 SV=1,CYB5R1,Kidney_Glomerular,Glomerular,Homo sapiens,279.69083448624013,378.46375882475735,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C0R7,NADH-cytochrome b5 reductase 1 (Fragment) OS=Homo sapiens GN=CYB5R1 PE=1 SV=1,CYB5R1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,164.28407275600458,661.90461594023,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C1M2,Protein SON (Fragment) OS=Homo sapiens GN=SON PE=1 SV=1,SON,Kidney_Glomerular,Glomerular,Homo sapiens,1025.7670121787075,879.1698171632803,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C1M2,Protein SON (Fragment) OS=Homo sapiens GN=SON PE=1 SV=1,SON,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,600.479320754322,924.2542232353044,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C1U8,MICOS complex subunit MIC26 (Fragment) OS=Homo sapiens GN=APOO PE=1 SV=1,APOO,Kidney_Glomerular,Glomerular,Homo sapiens,570.8553992209863,729.684072297694,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C1U8,MICOS complex subunit MIC26 (Fragment) OS=Homo sapiens GN=APOO PE=1 SV=1,APOO,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2132.6805304730465,1406.2590234654933,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C1Y7,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Fragment) OS=Homo sapiens GN=NDUFA10 PE=1 SV=1",NDUFA10,Kidney_Glomerular,Glomerular,Homo sapiens,3423.6932403923433,3929.9704169842134,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
H7C1Y7,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Fragment) OS=Homo sapiens GN=NDUFA10 PE=1 SV=1",NDUFA10,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,15362.036287800429,14420.725275174407,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
